date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2022-10-31,31/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS CAIPIRA COM MILHO VERDE,RAVIOLI 4 QUEIJOS AO SUGO,,"SALADA MISTA COZIDA (CHUCHU, BATATA DOCE E CENOURA)",MELANCIA,SUCO DE LARANJA
2022-10-31,31/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FRICASSÊ DE BERINJELA,FOLHAS REFOGADAS,,"SALADA MISTA COZIDA (CHUCHU, BATATA DOCE E CENOURA)",MELANCIA,SUCO DE LARANJA
2022-10-27,27/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM CARÁ,CENOURA REFOGADA,,SALADA DE CHUCHU COM SOJA EM GRÃOS,LARANJA,SUCO DE LIMÃO
2022-10-27,27/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO À CHINESA,CENOURA REFOGADA,,SALADA DE CHUCHU COM SOJA EM GRÃOS,LARANJA,SUCO DE LIMÃO
2022-10-27,27/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE FRANGO COM MILHO E AZEITONA,BATATA DOCE GRATINADA,,SALADA DE ACELGA COM AGRIÃO,DOCE DE GOIABA,SUCO DE LIMÃO
2022-10-27,27/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM VAGEM E PTS,BATATA DOCE GRATINADA,,SALADA DE ACELGA COM AGRIÃO,BANANA,SUCO DE LIMÃO
2022-10-26,26/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PALETA SUÍNA AO MOLHO ESCURO,REPOLHO REFOGADO,,SALADA DE ESCAROLA COM BETERRABA RALADA,LARANJA,SUCO DE UVA
2022-10-26,26/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM LEGUMES,REPOLHO REFOGADO,,SALADA DE ESCAROLA COM BETERRABA RALADA,LARANJA,SUCO DE UVA
2022-10-26,26/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA AO MOLHO CHAMPIGNON,PURÊ DE BATATA,,SALADA DE CENOURA / REPOLHO,MAÇÃ,SUCO DE UVA
2022-10-26,26/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA COM LEGUMES,LEGUMES REFOGADOS,,SALADA DE CENOURA / REPOLHO,MAÇÃ,SUCO DE UVA
2022-10-25,25/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE FRANGO ACEBOLADA,RAVIOLI AO SUGO,,SALADA DE ALFACE COM REPOLHO,BANANA,SUCO DE PÊSSEGO
2022-10-25,25/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE LENTILHA COM BATATA E AVEIA,CHUCHU REFOGADO,,SALADA DE ALFACE COM REPOLHO,BANANA,SUCO DE PÊSSEGO
2022-10-25,25/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO DE MOSTARDA,ABOBRINHA REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE PÊSSEGO
2022-10-25,25/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ESCONDIDINHO VEGANO,ABOBRINHA REFOGADA,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE PÊSSEGO
2022-10-24,24/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE DE PANELA,BATATA CHIPS,,SALADA DE ACELGA COM TOMATE/ ALFACE,LARANJA,SUCO DE ABACAXI / ACEROLA
2022-10-24,24/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA COM ABÓBORA,BATATA CHIPS,,SALADA DE ACELGA COM TOMATE / ALFACE,LARANJA,SUCO DE ABACAXI / ACEROLA
2022-10-24,24/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA PALHA,,SALADA DE REPOLHO BICOLOR,MAÇÃ,SUCO DE ABACAXI
2022-10-24,24/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGANO,BATATA PALHA,,SALADA DE REPOLHO BICOLOR,MAÇÃ,SUCO DE ABACAXI
2022-10-21,21/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PEIXE AO MOLHO DE HORTELÃ,PIRÃO,,SALADA DE NABO COM ALMEIRÃO,LARANJA,SUCO DE MANGA
2022-10-21,21/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE BERINJELA,SELETA DE LEGUMES,,SALADA DE NABO COM ALMEIRÃO,LARANJA,SUCO DE MANGA
2022-10-21,21/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM BATATA E CHUCHU,ARROZ À GREGA,,SALADA DE COUVE,MAÇÃ,SUCO DE MANGA
2022-10-21,21/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA COM LEGUMES,ARROZ À GREGA,,SALADA DE COUVE,MAÇÃ,SUCO DE MANGA
2022-10-20,20/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE PICADA AO MOLHO DE MOSTARDA,POLENTA AO SUGO COM CALABRESA (pode conter lactose),,SALADA DE FOLHAS,LARANJA (RU E HC) / BANANA (RA e RS),SUCO DE ABACAXI
2022-10-20,20/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIZADA DE SOJA COM BATATA DOCE AO MOLHO DE MOSTARDA,POLENTA AO SUGO,,SALADA DE COUVE,LARANJA (RU E HC) / BANANA (RA E RS),SUCO DE ABACAXI
2022-10-20,20/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO EM CUBOS AO SUGO,ESCAROLA REFOGADA,,SALADA MISTA,CURAU,SUCO DE ABACAXI
2022-10-20,20/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE ERVILHA COM AVEIA E CENOURA,ESCAROLA REFOGADA,,SALADA MISTA,LARANJA,SUCO DE ABACAXI
2022-10-19,19/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ASSADA,LEGUMES REFOGADOS,,SALADA DE RABANETE COM MILHO E ALFACE,LARANJA,SUCO DE UVA
2022-10-19,19/10/2022,Almoço - Cardápio Vegano,ARROZ E FEIJÃO,,,GRÃO DE BICO COM AZEITONA,LEGUMES REFOGADOS,,SALADA DE RABANETE COM MILHO E ALFACE,LARANJA,SUCO DE UVA
2022-10-19,19/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO COM ERVILHA,"FAROFA RICA (BACON, CENOURA E MILHO)",,SALADA DE PEPINO,MAÇÃ,SUCO DE UVA
2022-10-19,19/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIZADA DE SOJA À CHINESA,FAROFA RICA VEGANA (CENOURA E MILHO),,SALADA DE PEPINO,MAÇÃ,SUCO DE UVA
2022-10-18,18/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO EM CUBOS COM ABÓBORA E BRÓCOLIS,VIRADO DE FOLHAS,,SALADA DE REPOLHO,MAÇÃ,SUCO DE LARANJA
2022-10-18,18/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE ERVILHA COM CENOURA (CONTÉM PROTEÍNA DE SOJA),VIRADO DE FOLHAS,,SALADA DE REPOLHO,MAÇÃ,SUCO DE LARANJA
2022-10-18,18/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE MOÍDA COM AZEITONAS E MILHO,MACARRÃO ALHO E ÓLEO,,SALADA DE CENOURA / ALFACE,BANANA,SUCO DE LARANJA
2022-10-18,18/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM LEGUMES E PROTEÍNA DE SOJA,MACARRÃO INTEGRAL ALHO E ÓLEO,,SALADA DE CENOURA/ ALFACE,BANANA,SUCO DE LARANJA
2022-10-17,17/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,STEAK À PARMEGIANA,BATATA REFOGADA,,SALADA DE BETERRABA RALADA,MAÇÃ,SUCO DE MORANGO
2022-10-17,17/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA DE SOJA AO MOLHO BRANCO,BATATA REFOGADA,-,SALADA DE BETERRABA RALADA,MAÇÃ,SUCO DE MORANGO
2022-10-17,17/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO POMODORO,MIX DE REPOLHO ( ROXO E BRANCO),-,MIX DE FOLHAS COM MOYASHI,LARANJA,SUCO DE MORANGO
2022-10-17,17/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ESCONDIDINHO VEGANO,MIX DE REPOLHO ( ROXO E BRANCO),-,MIX DE FOLHAS COM MOYASHI,LARANJA,SUCO DE MORANGO
2022-10-14,14/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO PICADO COM CENOURA,RATATOUILLE (BERINJELA E ABOBRINHA),,SALADA DE ESCAROLA,LARANJA,SUCO DE MARACUJÁ
2022-10-14,14/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FRICASSÊ DE BERINJELA,ACELGA REFOGADA,,SALADA DE ESCAROLA,LARANJA,SUCO DE MARACUJÁ
2022-10-14,14/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILÉ DE FRANGO ACEBOLADO,FOLHAS REFOGADAS,,SALADA DE ALMEIRÃO,PUDIM DE CARAMELO COM CALDA DE AMEIXA,SUCO DE MARACUJÁ
2022-10-14,14/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM LEGUMES,FOLHAS REFOGADAS,,SALADA DE ALMEIRÃO,DOCE DE BANANA,SUCO DE MARACUJÁ
2022-10-13,13/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STEAK (CONTÉM PROTEÍNA DE SOJA),CREME DE MILHO,,SALADA DE TOMATE,BARRA DE CEREAL COM CHOCOLATE,SUCO DE GUARANÁ
2022-10-13,13/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA EM GRÃO COM LEGUMES (ABOBRINHA E CENOURA),CREME DE MILHO VEGANO,,SALADA DE TOMATE,MAÇÃ,SUCO DE GUARANÁ
2022-10-13,13/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA PALHA,,SALADA DE ACELGA COM ALMEIRÃO,LARANJA,SUCO DE GUARANÁ
2022-10-13,13/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGANO,BATATA PALHA,,SALADA DE ACELGA COM ALMEIRÃO,LARANJA,SUCO DE GUARANÁ
2022-10-11,11/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO COM CEBOLA CARAMELADA,"SELETA DE LEGUMES (CENOURA, BATATA, BERINJELA E CHUCHU)",,SALADA DE ALFACE,LARANJA,SUCO DE ACEROLA
2022-10-11,11/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM TOMATE,"SELETA DE LEGUMES (CENOURA, BATATA, BERINJELA E CHUCHU)",,SALADA DE ALFACE,LARANJA,SUCO DE ACEROLA
2022-10-11,11/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM BATATA,BERINJELA,,SALADA DE CHICÓRIA COM NABO,BANANA,SUCO DE ACEROLA
2022-10-11,11/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM BATATA,BERINJELA,,SALADA DE CHICÓRIA COM NABO,BANANA,SUCO DE ACEROLA
2022-10-10,10/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO DE TOMATE COM QUEIJO,BATATA CHIPS/ BATATA PALHA,,SALADA DE PEPINO/ESCAROLA,MAÇÃ,SUCO DE MORANGO
2022-10-10,10/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"ERVILHA COM PTS NO RU
ERVILHA XADREZ NO RS",BATATA CHIPS/ BATATA PALHA,,SALADA DE PEPINO/ESCAROLA,MAÇÃ,SUCO DE MORANGO
2022-10-10,10/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CUBOS DE FRANGO AO MOLHO SUGO COM ERVILHA,CREME DE ESPINAFRE,,SALADA DE CENOURA,LARANJA,SUCO DE MORANGO
2022-10-10,10/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEINA DE SOJA COM CHUCHU,CREME DE ESPINAFRE VEGANO,,SALADA DE CENOURA,LARANJA,SUCO DE MORANGO
2022-10-07,07/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE MOÍDA COM BATATA,CENOURA REFOGADA,-,SALADA DE REPOLHO,LARANJA,SUCO DE MARACUJÁ
2022-10-07,07/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PTS COM BERINJELA AO SUGO,CENOURA REFOGADA,-,SALADA DE REPOLHO,LARANJA,SUCO DE MARACUJÁ
2022-10-07,07/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FILEZINHO DE FRANGO AO SUGO,FOLHAS REFOGADAS,-,SALADA DE ALFACE COM BETERRABA,BANANA,SUCO DE MARACUJÁ
2022-10-07,07/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA XADREZ,FOLHAS REFOGADAS,-,SALADA DE ALFACE COM BETERRABA,BANANA,SUCO DE MARACUJÁ
2022-10-06,06/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRICASSÊ DE FRANGO,ACELGA REFOGADA,-,SALADA DE ALFACE COM PEPINO,MAÇÃ,SUCO DE MANGA
2022-10-06,06/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MACARRÃO INTEGRAL AO SUGO COM PTS E BETERRABA,ACELGA REFOGADA,-,SALADA DE ALFACE COM PEPINO,MAÇÃ,SUCO DE MANGA
2022-10-06,06/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,MOQUECA DE PEIXE (FILÉ DE PESCADA),PIRÃO,-,SALADA DE BERINJELA,LARANJA,SUCO DE MANGA
2022-10-06,06/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CUSCUZ VEGANO,COUVE REFOGADA,-,SALADA DE BERINJELA,LARANJA,SUCO DE MANGA
2022-10-05,05/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"PEIXE À PORTUGUESA ( FILÉ DE PESCADA, BATATA,TOMATE E AZEITONAS )",CREME VERDE,-,SALADA DE ESCAROLA,BANANA/TANGERINA MURCOTT,SUCO DE ACEROLA
2022-10-05,05/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRATINADO DE LEGUMES COM PTS,-,-,SALADA DE ESCAROLA,BANANA/TANGERINA MURCOTT,SUCO DE ACEROLA
2022-10-05,05/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM AZEITONA,ESPINAFRE REFOGADO,-,SALADA DE REPOLHO BICOLOR,"GOIABADA (RU,RA E HC) / GELATINA DE MORANGO (RS)",SUCO DE ACEROLA
2022-10-05,05/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ABÓBORA COM FEIJÃO BRANCO,ESPINAFRE REFOGADO,-,SALADA DE REPOLHO BICOLOR,MAÇÃ,SUCO DE ACEROLA
2022-10-04,04/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE AO MOLHO INGLÊS,"VERDURA REFOGADA ( REPOLHO, ACELGA, ALMEIRÃO E ESCAROLA)",-,SALADA DE ALFACE,TANGERINA MURCOTT,SUCO DE LIMÃO / UVA
2022-10-04,04/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA XADREZ,"VERDURA REFOGADA ( REPOLHO, ACELGA, ALMEIRÃO E ESCAROLA)",-,SALADA DE ALFACE,TANGERINA MURCOTT,SUCO DE LIMÃO / UVA
2022-10-04,04/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO,FAROFA RICA (CONTÉM BACON),-,SALADA DE CENOURA RALADA COM PASSAS,LARANJA,SUCO DE UVA
2022-10-04,04/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ABOBRINHA AGRIDOCE,FAROFA VEGANA,-,SALADA DE CENOURA RALADA COM PASSAS,LARANJA,SUCO DE UVA
2022-10-03,03/10/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO EM CUBOS AO MOLHO POMODORO,CHUCHU REFOGADO,-,SALADA DE ACELGA / SALADA DE REPOLHO,MAÇÃ,SUCO DE GUARANÁ
2022-10-03,03/10/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CUSCUZ VEGANO,CHUCHU REFOGADO,-,SALADA DE ACELGA / SALADA DE REPOLHO,MAÇÃ,SUCO DE GUARANÁ
2022-10-03,03/10/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,SALSICHA AO SUGO,PURÊ DE BATATA,-,SALADA DE ALMEIRÃO,GOIABADA,SUCO DE GUARANÁ
2022-10-03,03/10/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM LEGUMES,PURÊ DE BATATA VEGANO.,-,SALADA DE ALMEIRÃO,MAÇÃ,SUCO DE GUARANÁ
2022-09-30,30/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"ENTREVEIRO BRASILEIRO (PALETA BOVINA E SUÍNA EM CUBOS, CALABRESA, CENOURA E TOMATE)",,,SALADA DE ALFACE,BANANA (RU) / TANGERINA MURCOTT (RA/HC/RS),SUCO DE UVA
2022-09-30,30/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA DE BATATA COM LENTILHA,-,-,SALADA DE ALFACE,TANGERINA MURCOTT,SUCO DE UVA
2022-09-30,30/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO,REPOLHO REFOGADO,,SALADA DE CENOURA COZIDA,MAÇÃ,SUCO DE UVA
2022-09-30,30/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM BATATA E TOMATE,REPOLHO REFOGADO,,SALADA DE CENOURA COZIDA,MAÇÃ,SUCO DE UVA
2022-09-29,29/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE FRANGO,BATATA CHIPS,,SALADA DE CHICÓRIA,MAÇÃ,SUCO DE LIMÃO
2022-09-29,29/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,RISOTO INTEGRAL DE CHAMPIGNON E GRÃO DE BICO,BATATA CHIPS,,SALADA DE CHICÓRIA,MAÇÃ,SUCO DE LIMÃO
2022-09-29,29/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE À POMODORO (TOMATE E CEBOLA),,,"SALADA PRIMAVERA (ALMEIRÃO, RÚCULA, ALFACE E MILHO)",LARANJA,SUCO DE LIMÃO
2022-09-29,29/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"PROTEÍNA TEXTURIZADA DE SOJA COM VAGEM, COUVE-FLOR E CEBOLA",,,"SALADA PRIMAVERA (ALMEIRÃO, RÚCULA, ALFACE E MILHO)",LARANJA,SUCO DE LIMÃO
2022-09-28,28/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,ESCAROLA REFOGADA,,SALADA DE PEPINO COM TOMATE E ALFACE,LARANJA,SUCO DE MARACUJÁ
2022-09-28,28/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIXADA DE SOJA COM LEGUMES,ESCAROLA REFOGADA,,SALADA DE PEPINO COM TOMATE E ALFACE,LARANJA,SUCO DE MARACUJÁ
2022-09-28,28/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,PEIXE ASSADO ESCABECHE,ABOBRINHA COM ALECRIM,,SALADA DE BETERRABA COZIDA,BANANA,SUCO DE MARACUJÁ
2022-09-28,28/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,BATATA COM LENTILHA GRATINADA AO MOLHO BRANCO,ABOBRINHA COM ALECRIM,,SALADA DE BETERRABA COZIDA,BANANA,SUCO DE MARACUJÁ
2022-09-27,27/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO,"MIX DE LEGUMES (BRÓCOLIS, CHUCHU E BATATA)",,SALADA DE CENOURA RALADA COM UVA PASSA/ ESCAROLA,BANANA,SUCO DE MORANGO
2022-09-27,27/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,POLENTA AO MOLHO SUGO COM PROTEÍNA TEXTURIZADA DE SOJA,"MIX DE LEGUMES (BRÓCOLIS, CHUCHU E BATATA)",,SALADA DE CENOURA RALADA COM UVA PASSA/ ESCAROLA,BANANA,SUCO DE MORANGO
2022-09-27,27/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,PALETA SUÍNA EM CUBOS COM MILHO E TOMATE,BERINJELA REFOGADA,,SALADA DE REPOLHO BICOLOR,DOCE DE BANANA/BARRA DE CEREAL COM CHOCOLATE,SUCO DE MORANGO
2022-09-27,27/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,BERINJELA DE FORNO COM PROTEÍNA DE SOJA,,,SALADA DE REPOLHO BICOLOR,LARANJA,SUCO DE MORANGO
2022-09-26,26/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE EM CUBOS COM CHUCHU E PIMENTÃO,"FAROFA COLORIDA (ESCAROLA, MILHO, ERVILHA, TOMATE E CEBOLA)",,SALADA DE ACELGA,BARRA DE CEREAL COM CHOCOLATE,SUCO DE ABACAXI
2022-09-26,26/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA À CHINESA,"FAROFA COLORIDA (ESCAROLA, MILHO, ERVILHA, TOMATE E CEBOLA)",,SALADA DE ACELGA,LARANJA,SUCO DE ABACAXI
2022-09-26,26/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA CHIPS,,SALADA DE ESCAROLA,MAÇÃ,SUCO DE ABACAXI
2022-09-26,26/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF DE PROTEÍNA DE SOJA EM FLOCOS,BATATA CHIPS,,SALADA DE ESCAROLA,MAÇÃ,SUCO DE ABACAXI
2022-09-23,23/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO,CREME DE ESPINAFRE,-,SALADA DE ACELGA COM CENOURA,GELATINA DE MORANGO/ BANANA,SUCO DE UVA
2022-09-23,23/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,REFOGADÃO DE PROTEÍNA DE SOJA,CREME DE ESPINAFRE VEGANO,-,SALADA DE ACELGA COM CENOURA,BANANA,SUCO DE UVA
2022-09-23,23/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA,BATATA CHIPS,-,SALADA DE ESCAROLA,"GELATINA DE MORANGO (RU, RA, HC) / GELATINA DE ABACAXI (RS)",SUCO DE UVA
2022-09-23,23/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMÔNDEGA DE SOJA,BATATA CHIPS,-,SALADA DE ESCAROLA,MAÇÃ,SUCO DE UVA
2022-09-22,22/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,PALETA SUÍNA AO MOLHO ESCURO,CUSCUZ CREMOSO,-,SALADA DE REPOLHO MISTO,TANGERINA,SUCO DE MANGA
2022-09-22,22/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CUSCUZ VEGANO COM ERVILHA PARTIDA,ESCAROLA REFOGADA COM ESPINAFRE,-,SALADA DE REPOLHO MISTO,TANGERINA,SUCO DE MANGA
2022-09-22,22/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS DE CARNE AO MOLHO,ABOBRINHA REFOGADA,-,SALADA DE ALFACE,LARANJA,SUCO DE MANGA
2022-09-22,22/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO FRADINHO AO VINAGRETE,ABOBRINHA REFOGADA,-,SALADA DE ALFACE,LARANJA,SUCO DE MANGA
2022-09-21,21/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,DUO DE FEIJÕES COM ESCAROLA,-,-,SALADA DE COUVE,BANANA,SUCO DE ACEROLA
2022-09-21,21/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ASSADA,BATATA COM ERVAS FINAS,-,SALADA DE REPOLHO COM TOMATE,MAÇÃ,SUCO DE ACEROLA
2022-09-21,21/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM TOMATE E PIMENTÃO,BATATA COM ERVAS FINAS,-,SALADA DE REPOLHO COM TOMATE,MAÇÃ,SUCO DE ACEROLA
2022-09-21,21/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCAS DE CARNE COM CENOURA E CHUCHU,,-,SALADA DE COUVE,BANANA,SUCO DE ACEROLA
2022-09-20,20/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE DE COPA LOMBO ACEBOLADO,CHUCHU REFOGADO,,"MIX DE FOLHAS (ALFACE, ESCAROLA E REPOLHO )",BANANA / BOLO DE BAUNILHA COM RECHEIO DE CHOCOLATE,SUCO DE MARACUJÁ
2022-09-20,20/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIZADA DE SOJA COM TOMATE E CEBOLA,CHUCHU REFOGADO,,"MIX DE FOLHAS (ALFACE, ESCAROLA E REPOLHO)",BANANA,SUCO DE MARACUJÁ
